name,nid,icons,productUrl,image,originalPrice,originalPriceShow,price,promotionId,priceShow,discount,ratingScore,review,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,freeShipping,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.x_item_ids,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.x_object_id,installment,utLogMap.voucherIds
Sports Summer Half Sleeve T-shirt For Men,128178555,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/sports-summer-half-sleeve-t-shirt-for-men-i128178555-s1035292213.html?search=1,https://static-01.daraz.com.np/p/4700b520f1bb7c6f2a34e2ce21ec984c.jpg,550.00,Rs. 550,390.00,null,Rs. 390,-29%,4.2,51,nt_product,Nepal,128178555_NP-1035292213,128178555_NP,[],"['Sleeves -Half sleeves', 'Neck type -O-Neck', 'Versatile and timeless design: A classic plain t-shirt can be paired with any outfit, making it suitable for various occasions.', 'Comfortable fit: Crafted from high-quality materials, our t-shirts offer a soft and comfortable feel throughout the day.', 'Ideal for layering: Perfect for wearing under shirts, jackets, or on its own, providing endless styling possibilities.', 'Durable and long-lasting: Constructed with quality fabrics to withstand everyday wear and frequent washing.', 'Effortless style: Simplify your wardrobe with a minimalist yet stylish plain t-shirt that complements any fashion choice.', 'Multiple color options: Choose from a wide range of colors to find the perfect match for your personal style.', 'Fashion-forward or casual: Our plain t-shirts can effortlessly transition from a laid-back look to a more sophisticated ensemble.', 'Easy to maintain: Machine-washable and low-maintenance, making them convenient for any busy lifestyle.', 'Great for customization: Express your individuality by adding your prints or designs to the blank canvas of our plain t-shirts.', 'Affordable wardrobe staple: A budget-friendly option']",39704,No Brand,900158499420,,BANO TAILORS,[],0,"[1819, 1854, 1782, 1803, 4195]",query:;nid:128178555;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128178555_NP;price:390.00;client:desktop;supplier_id:900158499420;asc_category_id:4195;item_id:128178555;sku_id:1035292213;shop_id:100541,"[{'sku': '128178555_NP-1035292215', 'title': 'Int M', 'skuId': '1035292215', 'count': 0}, {'sku': '128178555_NP-1035292214', 'title': 'Int L', 'skuId': '1035292214', 'count': 0}, {'sku': '128178555_NP-1035292213', 'title': 'Int XL', 'skuId': '1035292213', 'count': 0}]",128178555,Free Shipping,1035292213,True,0,False,query:;nid:128178555;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128178555_NP;price:390.00;client:desktop;supplier_id:900158499420;asc_category_id:4195;item_id:128178555;sku_id:1035292213;shop_id:100541,item,550.00,128178555,search,29,true,1035292213,f9bc9e66b566f66a15b9fe67bce2cddf,390.00,1,214112f116993522448835172e2b0d,128178555,,
Dollar Bigboss Sleeveless Cotton Gym Vest For Men,128056480,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/dollar-bigboss-sleeveless-cotton-gym-vest-for-men-i128056480-s1035108970.html?search=1,https://static-01.daraz.com.np/p/8669017fb7d491778d5f1d401f872be0.jpg,,,325.00,null,Rs. 325,,4.1,38,nt_product,Nepal,128056480_NP-1035108970,128056480_NP,[],"['Made in India', 'Care Instructions: Machine Wash', '100% Cotton', 'Body hugging fabric', 'Double reinforced shoulder straps seams for durability', 'Specially processed for shrinkage control', 'Machine wash', 'From the official store of dollar Brand', 'gym vest']",39704,No Brand,900153066035,,Haji Traders,[],0,"[1819, 1854, 1782, 1803, 9686]",query:;nid:128056480;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128056480_NP;price:325.00;client:desktop;supplier_id:900153066035;asc_category_id:9686;item_id:128056480;sku_id:1035108970;shop_id:56813,"[{'sku': '128056480_NP-1035108974', 'title': 'CM:100', 'skuId': '1035108974', 'count': 0}, {'sku': '128056480_NP-1035108970', 'title': 'CM:80', 'skuId': '1035108970', 'count': 0}, {'sku': '128056480_NP-1035108971', 'title': 'CM:85', 'skuId': '1035108971', 'count': 0}, {'sku': '128056480_NP-1035108972', 'title': 'CM:90', 'skuId': '1035108972', 'count': 0}, {'sku': '128056480_NP-1035108973', 'title': 'CM:95', 'skuId': '1035108973', 'count': 0}]",128056480,Free Shipping,1035108970,True,0,False,query:;nid:128056480;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128056480_NP;price:325.00;client:desktop;supplier_id:900153066035;asc_category_id:9686;item_id:128056480;sku_id:1035108970;shop_id:56813,item,325.00,128056480,search,0,true,1035108970,f9bc9e66b566f66a15b9fe67bce2cddf,325.00,1,214112f116993522448835172e2b0d,128056480,,
Round Neck Soft Feel Cotton T-shirt For Men,128115405,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/round-neck-soft-feel-cotton-t-shirt-for-men-i128115405-s1035186661.html?search=1,https://static-01.daraz.com.np/p/14e4873a88d8fc86c0c529ee82923602.jpg,990.00,Rs. 990,375.00,null,Rs. 375,-62%,3.2,95,nt_product,Nepal,128115405_NP-1035186661,128115405_NP,[],"['Material: 100% Soft Cotton', 'Style: Solid, Casual', 'Applicable Season: Summer Season', 'Style: Oversized Tees ', 'Material: 100% Cotton', 'Fade: NO ']",39704,No Brand,900160212045,,SANDHYA BASTRALAYA,[],0,"[1819, 1854, 1782, 1803, 4195]",query:;nid:128115405;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128115405_NP;price:375.00;client:desktop;supplier_id:900160212045;asc_category_id:4195;item_id:128115405;sku_id:1035186661;shop_id:102968,"[{'sku': '128115405_NP-1035186661', 'title': 'Int M', 'skuId': '1035186661', 'count': 0}, {'sku': '128115405_NP-1035186662', 'title': 'Int L', 'skuId': '1035186662', 'count': 0}, {'sku': '128115405_NP-1035186663', 'title': 'Int XL', 'skuId': '1035186663', 'count': 0}, {'sku': '128115405_NP-1035186664', 'title': 'Int 2XL', 'skuId': '1035186664', 'count': 0}, {'sku': '128115405_NP-1035186665', 'title': 'Int 3XL', 'skuId': '1035186665', 'count': 0}]",128115405,Free Shipping,1035186661,True,0,False,query:;nid:128115405;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128115405_NP;price:375.00;client:desktop;supplier_id:900160212045;asc_category_id:4195;item_id:128115405;sku_id:1035186661;shop_id:102968,item,990.00,128115405,search,62,true,1035186661,f9bc9e66b566f66a15b9fe67bce2cddf,375.00,1,214112f116993522448835172e2b0d,128115405,,50000002168076
Men Soft Cotton Round Neck Summer T-Shirt - Multicolor | Multisize | Fashion | Summer T-Shirts For Men,127816794,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/men-soft-cotton-round-neck-summer-t-shirt-multicolor-multisize-fashion-summer-t-shirts-for-men-i127816794-s1034789913.html?search=1,https://np-live-21.slatic.net/kf/S0f0c6c006f364fed9911723609f6e9f85.jpg,1050.00,"Rs. 1,050",375,null,Rs. 375,-64%,3.9,132,nt_product,Nepal,127816794_NP-1034789913,127816794_NP,[],"['Color: Multicolor', 'Style: Casual', 'Pattern Type: Plain', 'Neckline: Round Neck', 'Sleeve Length: Short Sleeve', 'Sleeve Type: Regular Sleeve', 'Length: Regular', 'Fit Type: Regular Fit', 'Fabric: Slight Stretch', 'Material: Soft Cotton', 'Composition: 100% Cotton', 'Care Instructions: Machine wash or professional dry clean', 'Sheer: No']",39704,No Brand,900157830434,,Raunak and Ridham Trades,[],0,"[1819, 1854, 1782, 1803, 4195]",query:;nid:127816794;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:127816794_NP;price:375;client:desktop;supplier_id:900157830434;asc_category_id:4195;item_id:127816794;sku_id:1034789913;shop_id:96489,"[{'sku': '127816794_NP-1034789917', 'title': 'Int S', 'skuId': '1034789917', 'count': 0}, {'sku': '127816794_NP-1034789913', 'title': 'Int M', 'skuId': '1034789913', 'count': 0}, {'sku': '127816794_NP-1034789916', 'title': 'Int L', 'skuId': '1034789916', 'count': 0}, {'sku': '127816794_NP-1034789914', 'title': 'Int XL', 'skuId': '1034789914', 'count': 0}, {'sku': '127816794_NP-1034789918', 'title': 'Int XXL', 'skuId': '1034789918', 'count': 0}, {'sku': '127816794_NP-1034789915', 'title': 'Int XXXL', 'skuId': '1034789915', 'count': 0}]",127816794,Free Shipping,1034789913,True,0,False,query:;nid:127816794;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:127816794_NP;price:375;client:desktop;supplier_id:900157830434;asc_category_id:4195;item_id:127816794;sku_id:1034789913;shop_id:96489,item,1050.00,127816794,search,64,true,1034789913,f9bc9e66b566f66a15b9fe67bce2cddf,375,1,214112f116993522448835172e2b0d,127816794,,
Shangrila Magic Buddha Printed T-Shirt For Men - Black | Multisize | Fashion | Summer T-Shirts For Men,104194098,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/shangrila-magic-buddha-printed-t-shirt-for-men-black-multisize-fashion-summer-t-shirts-for-men-i104194098-s1025042568.html?search=1,https://static-01.daraz.com.np/p/02619b2692fc82642bc5d9581c48391f.png,450.00,Rs. 450,313,null,Rs. 313,-30%,4.5,424,nt_product,Nepal,104194098_NP-1025042568,104194098_NP,[],"['Brand: Shangri-La', 'Fabric: 100% Cotton', 'Neck: Round neck', 'Fit: Regular', 'Wash Care:Hand/Machine wash']",186742,Shangri-la,900151698004,,SHANGRI-LA T-shirt,[],0,"[1819, 1854, 1782, 1803, 4195]",query:;nid:104194098;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:104194098_NP;price:313;client:desktop;supplier_id:900151698004;asc_category_id:4195;item_id:104194098;sku_id:1025042568;shop_id:31415,"[{'sku': '104194098_NP-1025042564', 'title': 'Int XS', 'skuId': '1025042564', 'count': 0}, {'sku': '104194098_NP-1025042565', 'title': 'Int S', 'skuId': '1025042565', 'count': 0}, {'sku': '104194098_NP-1025042566', 'title': 'Int M', 'skuId': '1025042566', 'count': 0}, {'sku': '104194098_NP-1025042567', 'title': 'Int L', 'skuId': '1025042567', 'count': 0}, {'sku': '104194098_NP-1025042568', 'title': 'Int XL', 'skuId': '1025042568', 'count': 0}, {'sku': '104194098_NP-1025042569', 'title': 'Int XXL', 'skuId': '1025042569', 'count': 0}]",104194098,Free Shipping,1025042568,True,0,False,query:;nid:104194098;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:104194098_NP;price:313;client:desktop;supplier_id:900151698004;asc_category_id:4195;item_id:104194098;sku_id:1025042568;shop_id:31415,item,450.00,104194098,search,30,true,1025042568,f9bc9e66b566f66a15b9fe67bce2cddf,313,1,214112f116993522448835172e2b0d,104194098,,5000000305002750000003563138
White Gagan Cotton Sando For Men -Pack Of 5,128170893,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/white-gagan-cotton-sando-for-men-pack-of-5-i128170893-s1035271760.html?search=1,https://static-01.daraz.com.np/p/6d26a601a98bb77ac903567fe84b9e76.jpg,900.00,Rs. 900,575,null,Rs. 575,-36%,4.8,23,nt_product,Nepal,128170893_NP-1035271760,128170893_NP,[],"[""Gagan Comfy Men's Seleveless Cotton Vest Combo of 5 in this box "", '100% Combed Premium Cotton', 'Made from skin-friendly high-quality cotton with great sweat-absorbency and special smoothness-enhancing Oxyfresh knit', 'Shaped-to-fit seamless body and flat seams at shoulders for superior comfort Comfortable snug body fit', 'Comfortable snug body fit , Flat seams all around for itch free comfort and styling Cut and sewn with contrast fabric for the stylish look ideal for daily wear', '100% Original.', 'We are unable to take return for this product due to hygiene issue.']",126985240,Gagan Vest,900158691823,,Gagan,[],0,"[1819, 1854, 1782, 1803, 9686]",query:;nid:128170893;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128170893_NP;price:575;client:desktop;supplier_id:900158691823;asc_category_id:9686;item_id:128170893;sku_id:1035271760;shop_id:101073,"[{'sku': '128170893_NP-1035271765', 'title': 'CM:100', 'skuId': '1035271765', 'count': 0}, {'sku': '128170893_NP-1035271760', 'title': 'CM:75', 'skuId': '1035271760', 'count': 0}, {'sku': '128170893_NP-1035271761', 'title': 'CM:80', 'skuId': '1035271761', 'count': 0}, {'sku': '128170893_NP-1035271762', 'title': 'CM:85', 'skuId': '1035271762', 'count': 0}, {'sku': '128170893_NP-1035271763', 'title': 'CM:90', 'skuId': '1035271763', 'count': 0}, {'sku': '128170893_NP-1035271764', 'title': 'CM:95', 'skuId': '1035271764', 'count': 0}]",128170893,Free Shipping,1035271760,True,0,False,query:;nid:128170893;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128170893_NP;price:575;client:desktop;supplier_id:900158691823;asc_category_id:9686;item_id:128170893;sku_id:1035271760;shop_id:101073,item,900.00,128170893,search,36,true,1035271760,f9bc9e66b566f66a15b9fe67bce2cddf,575,1,214112f116993522448835172e2b0d,128170893,,5000000305000850000003558013
Demon Slayer Anime Printed 100% Cotton Tshirt For Men - Multicolor | Fashion Casual Printed Tshirt For Men,124107757,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/demon-slayer-anime-printed-100-cotton-tshirt-for-men-multicolor-fashion-casual-printed-tshirt-for-men-i124107757-s1033682534.html?search=1,https://static-01.daraz.com.np/p/ccb3f62ce4199b0fa1a75bdef2d9816f.png,600.00,Rs. 600,340,null,Rs. 340,-43%,3.6,39,nt_product,Nepal,124107757_NP-1033682534,124107757_NP,[],"['Material: Cotton', 'Neck Type: Round Neck', 'Sleeves: Half Sleeve', 'Style: Plain', 'Fit: Loose Fit', 'Type: Unisex']",39704,No Brand,1003316,,Silk fashion,[],0,"[1819, 1854, 1782, 1803, 4195]",query:;nid:124107757;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:124107757_NP;price:340;client:desktop;supplier_id:1003316;asc_category_id:4195;item_id:124107757;sku_id:1033682534;shop_id:13251,"[{'sku': '124107757_NP-1033682533', 'title': 'Int L', 'skuId': '1033682533', 'count': 0}, {'sku': '124107757_NP-1033682534', 'title': 'Int XL', 'skuId': '1033682534', 'count': 0}]",124107757,Free Shipping,1033682534,True,0,False,query:;nid:124107757;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:124107757_NP;price:340;client:desktop;supplier_id:1003316;asc_category_id:4195;item_id:124107757;sku_id:1033682534;shop_id:13251,item,600.00,124107757,search,43,true,1033682534,f9bc9e66b566f66a15b9fe67bce2cddf,340,1,214112f116993522448835172e2b0d,124107757,,5000000305002750000003563138
Dapxy Regular Fit Summer T-Shirt For Men (DMLW-5),128160739,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/dapxy-regular-fit-summer-t-shirt-for-men-dmlw-5-i128160739-s1035556151.html?search=1,https://static-01.daraz.com.np/p/424715340903d0e064d348f6e8f604ce.jpg,499.00,Rs. 499,125,null,Rs. 125,-75%,4.1,267,nt_product,Nepal,128160739_NP-1035556151,128160739_NP,[],"['Care Instructions: Do Not Bleach. Wash with similar colours. Machine wash cold', 'Fit Type: Regular Fit', 'Wash Care: Do Not Bleach. Wash With Similar Colours. Machine Wash Cold', 'Fabric Type: Cotton', 'Pattern name: Solid', 'Closure Type: Pull On', 'Sleeve Type: Half Sleeve; Collar Style: Round Collar', 'Thin Vest Like T-shirt']",125853404,DAPXY,900157272549,,dapXy,[],0,"[1819, 1854, 1782, 1803, 4195]",query:;nid:128160739;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128160739_NP;price:125;client:desktop;supplier_id:900157272549;asc_category_id:4195;item_id:128160739;sku_id:1035556151;shop_id:90986,"[{'sku': '128160739_NP-1035556151', 'title': 'Int S', 'skuId': '1035556151', 'count': 0}, {'sku': '128160739_NP-1035556152', 'title': 'Int M', 'skuId': '1035556152', 'count': 0}, {'sku': '128160739_NP-1035556153', 'title': 'Int L', 'skuId': '1035556153', 'count': 0}]",128160739,Free Shipping,1035556151,True,0,False,query:;nid:128160739;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128160739_NP;price:125;client:desktop;supplier_id:900157272549;asc_category_id:4195;item_id:128160739;sku_id:1035556151;shop_id:90986,item,499.00,128160739,search,75,true,1035556151,f9bc9e66b566f66a15b9fe67bce2cddf,125,1,214112f116993522448835172e2b0d,128160739,,50000002713076500000029460015000000295000150000002948002500000029580015000000296200150000002939003
Dapxy Regular Fit Summer T-Shirt For Men (DMLW-4),128164720,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/dapxy-regular-fit-summer-t-shirt-for-men-dmlw-4-i128164720-s1035544769.html?search=1,https://static-01.daraz.com.np/p/62c8a4d9ad7ec83dee8603614a32ff37.jpg,499.00,Rs. 499,125,null,Rs. 125,-75%,4.1,313,nt_product,Nepal,128164720_NP-1035544769,128164720_NP,[],"['Care Instructions: Do Not Bleach. Wash with similar colours. Machine wash cold', 'Fit Type: Regular Fit', 'Wash Care: Do Not Bleach. Wash With Similar Colours. Machine Wash Cold', 'Fabric Type: Cotton', 'Pattern name: Solid', 'Closure Type: Pull On', 'Sleeve Type: Half Sleeve; Collar Style: Round Collar', 'Thin Vest Like T-shirt']",125853404,DAPXY,900157272549,,dapXy,[],0,"[1819, 1854, 1782, 1803, 4195]",query:;nid:128164720;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128164720_NP;price:125;client:desktop;supplier_id:900157272549;asc_category_id:4195;item_id:128164720;sku_id:1035544769;shop_id:90986,"[{'sku': '128164720_NP-1035544769', 'title': 'Int M', 'skuId': '1035544769', 'count': 0}, {'sku': '128164720_NP-1035544770', 'title': 'Int L', 'skuId': '1035544770', 'count': 0}]",128164720,Free Shipping,1035544769,True,0,False,query:;nid:128164720;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:128164720_NP;price:125;client:desktop;supplier_id:900157272549;asc_category_id:4195;item_id:128164720;sku_id:1035544769;shop_id:90986,item,499.00,128164720,search,75,true,1035544769,f9bc9e66b566f66a15b9fe67bce2cddf,125,1,214112f116993522448835172e2b0d,128164720,,50000002715004500000029390025000000295100150000002956001500000029590015000000296300150000002951002
Shangrila Pack Of 3 Full Sleeve T-Shirt For Men With Button - Multicolor | Multisize | Fashion | T-Shirt For Men,104844051,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/shangrila-pack-of-3-full-sleeve-t-shirt-for-men-with-button-multicolor-multisize-fashion-t-shirt-for-men-i104844051-s1026324483.html?search=1,https://static-01.daraz.com.np/p/f5efed06f952676509311a647bb0b0be.jpg,1900.00,"Rs. 1,900",1199.00,null,"Rs. 1,199",-37%,4.2,263,nt_product,Nepal,104844051_NP-1026324483,104844051_NP,[],"['Brand: Shangri-La', 'Fabric: 100% Cotton', 'Neck: Round neck', 'Fit: Regular', 'Wash Care:Hand/Machine wash']",186742,Shangri-la,900151698004,,SHANGRI-LA T-shirt,[],0,"[1819, 1854, 1782, 1803, 4195]",query:;nid:104844051;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:104844051_NP;price:1199.00;client:desktop;supplier_id:900151698004;asc_category_id:4195;item_id:104844051;sku_id:1026324483;shop_id:31415,"[{'sku': '104844051_NP-1026324483', 'title': 'Int M', 'skuId': '1026324483', 'count': 0}, {'sku': '104844051_NP-1026324484', 'title': 'Int L', 'skuId': '1026324484', 'count': 0}, {'sku': '104844051_NP-1026324485', 'title': 'Int XL', 'skuId': '1026324485', 'count': 0}, {'sku': '104844051_NP-1026324486', 'title': 'Int XXL', 'skuId': '1026324486', 'count': 0}]",104844051,Free Shipping,1026324483,True,0,False,query:;nid:104844051;src:LazadaMainSrp;rn:f9bc9e66b566f66a15b9fe67bce2cddf;region:np;sku:104844051_NP;price:1199.00;client:desktop;supplier_id:900151698004;asc_category_id:4195;item_id:104844051;sku_id:1026324483;shop_id:31415,item,1900.00,104844051,search,37,true,1026324483,f9bc9e66b566f66a15b9fe67bce2cddf,1199.00,1,214112f116993522448835172e2b0d,104844051,,500000000126725000000001271150000001651072
